#format: English Name, Set Code, Language, Foil, Count, Condition

#land cards
Sunpetal Grove;M10;English;false;1;LP
Woodland Cemetery;ISD;English;true;1;NM
Sunken Hollow;BFZ;English;true;1;error
Yavimaya Coast;ORI;English;false;1;NM
Prairie Stream;BFZ;English;false;1;NM
Sanctum of Ugin;BFZ;English;false;1;NM
Crucible of the Spirit Dragon;FRF;English;false;1;NM
Grove of the Guardian;RTR;English;false;1;NM
Urborg, Tomb of Yawgmoth;M15;English;false;1;NM
